code,value
600378.SH,89.06
600379.SH,55.79
600380.SH,62.69
600381.SH,68.11
600382.SH,51.04
600383.SH,66.53
600385.SH,56.68
600386.SH,59.18
600387.SH,45.02
600388.SH,41.81
600389.SH,65.6
600390.SH,80.63
600391.SH,39
600392.SH,48.57
600393.SH,67.29
600395.SH,74.73
600396.SH,64.28
600397.SH,42.19
600398.SH,87.45
600399.SH,50.5
600400.SH,77.26
600403.SH,92.04
600405.SH,21.93
600406.SH,75.31
600408.SH,36.66
600409.SH,54.05
600410.SH,19.3
600415.SH,67.71
600416.SH,51.09
600418.SH,53.84
600419.SH,53.56
600420.SH,71.32
600421.SH,59.86
600422.SH,46.73
600423.SH,49.13
600425.SH,38.04
600426.SH,53
600428.SH,66.12
600429.SH,82.13
600433.SH,41.26
600435.SH,51.32
600436.SH,69.46
600438.SH,67.5
600439.SH,48.09
600444.SH,60.72
600446.SH,46.55
600448.SH,36.5
600449.SH,51.89
600452.SH,63.21
600455.SH,40.77
600456.SH,63.67
600458.SH,53.17
600459.SH,43
600460.SH,48.22
600461.SH,68.21
600462.SH,27.2
600463.SH,68.06
600466.SH,66.48
600467.SH,43.56
600468.SH,66.48
600469.SH,55.27
600470.SH,36.25
600475.SH,76.41
600476.SH,46.74
600477.SH,50.95
600478.SH,45.29
600479.SH,41.76
600480.SH,51.9
600481.SH,57.57
600482.SH,79.14
600483.SH,83.26
600485.SH,49.1
600486.SH,53.59
600487.SH,39.42
600488.SH,58.76
600489.SH,57.47
600490.SH,50.43
600491.SH,60.91
600493.SH,44.59
600495.SH,33.53
600496.SH,40.97
600497.SH,58.93
600498.SH,50.88
600499.SH,46.16
600500.SH,64.44
600501.SH,51.46
600502.SH,52.12
600503.SH,15.93
600505.SH,61.8
600506.SH,36.71
600507.SH,56.85
600508.SH,65.61
600509.SH,55.08
600510.SH,78.35
600511.SH,67.95
600512.SH,23.46
600513.SH,44.06
600515.SH,81.17
600516.SH,44.12
600517.SH,58.4
600518.SH,55.19
600519.SH,75.01
600520.SH,53.1
600521.SH,54.15
600522.SH,38.38
600523.SH,57.54
600525.SH,39.36
600526.SH,48.06
600527.SH,38.46
600528.SH,67.83
600529.SH,42.58
600530.SH,58.74
600531.SH,43.28
600532.SH,45.19
600533.SH,49.27
600535.SH,55.95
600536.SH,53.87
600537.SH,38.11
600538.SH,55.61
600539.SH,62.83
600540.SH,50.81
600543.SH,44.13
600545.SH,65.07
600546.SH,71.61
600547.SH,70.22
600548.SH,93
600549.SH,60.65
600550.SH,66.81
600551.SH,74.48
600552.SH,34.31
600555.SH,41.05
600556.SH,72.67
600557.SH,59.14
600558.SH,39.69
600559.SH,47.94
600560.SH,48.23
600561.SH,36.91
600562.SH,56.88
600563.SH,66.25
600565.SH,53.73
600566.SH,75.94
600567.SH,43.39
600568.SH,47.25
600569.SH,69.2
600570.SH,37.02
600571.SH,33.79
600572.SH,43.21
600573.SH,58
600575.SH,67.89
600576.SH,55.55
600577.SH,36.72
600578.SH,88.44
600579.SH,80.22
600580.SH,59.72
600581.SH,52.01
600582.SH,69.39
600583.SH,68.52
600584.SH,45.34
600585.SH,77.56
600586.SH,39.73
600587.SH,48.1
600588.SH,62.03
600589.SH,48.52
600590.SH,47.22
600592.SH,52.84
600593.SH,60.52
600594.SH,35.39
600595.SH,60.68
600596.SH,29.54
600597.SH,64.55
600598.SH,68.1
600599.SH,55.37
600600.SH,85.97
600601.SH,24.01
600602.SH,39.73
600603.SH,75.99
600604.SH,47.96
600605.SH,63.16
600606.SH,85.8
600608.SH,30.04
600609.SH,48.94
600610.SH,39.74
600611.SH,29.93
600612.SH,53.41
600613.SH,58.06
600614.SH,42.05
600615.SH,47.63
600616.SH,45.72
600617.SH,67.19
600618.SH,49.73
600619.SH,53.69
600620.SH,60.09
600621.SH,65.75
600622.SH,56.15
600623.SH,71.93
600624.SH,33.33
600626.SH,45.63
600628.SH,62.79
600629.SH,72.91
600630.SH,34
600633.SH,63.64
600634.SH,40.03
600635.SH,42.23
600636.SH,48.11
600637.SH,59.38
600638.SH,64.84
600639.SH,61.65
600640.SH,75.29
600641.SH,60.76
600642.SH,71.71
600643.SH,56.63
600644.SH,66.23
600645.SH,40.52
600647.SH,53.75
600648.SH,60.11
600649.SH,66.12
600650.SH,42.06
600651.SH,41.35
600652.SH,41.7
600653.SH,29.95
600654.SH,48.33
600655.SH,66.11
600657.SH,81.56
600658.SH,70.41
600660.SH,63.1
600661.SH,64.27
600662.SH,48.31
600663.SH,65.97
600664.SH,57.16
600665.SH,65.44
600666.SH,48.4
600667.SH,63.55
600668.SH,22.13
600671.SH,56.39
600673.SH,61.78
600674.SH,76.8
600675.SH,84.26
600676.SH,54.91
600677.SH,34.54
600678.SH,29.48
600679.SH,42.84
600681.SH,74.93
600682.SH,63.15
600683.SH,70.27
600684.SH,38.71
600685.SH,82.55
600686.SH,65.11
600687.SH,67.02
600688.SH,88.74
600689.SH,33.69
600690.SH,61.35
600691.SH,52.91
600692.SH,36.91
600693.SH,66.35
600694.SH,63.87
600695.SH,32.42
600696.SH,59.37
600697.SH,48.91
600698.SH,39.39
600699.SH,59.04
600701.SH,36.8
600702.SH,46.32
600703.SH,57.45
600704.SH,64.61
600705.SH,57.4
600706.SH,61.46
600707.SH,83.35
600708.SH,63.29
600710.SH,61.65
600711.SH,41.14
600712.SH,44.96
600713.SH,52.78
600714.SH,67.21
600715.SH,63.67
600716.SH,56.29
600717.SH,61.56
600718.SH,38.76
600719.SH,46.38
600720.SH,50.32
600721.SH,55.97
600722.SH,58.91
600723.SH,64.07
600724.SH,80.22
600725.SH,49.16
600726.SH,48.62
600727.SH,45.23
600728.SH,36.7
600729.SH,59.49
600730.SH,27.18
600731.SH,44.27
600732.SH,81.69
600733.SH,64.89
600734.SH,55.97
600735.SH,54.72
600736.SH,52
600737.SH,63.58
600738.SH,67.25
600739.SH,47.18
600740.SH,72.82
600741.SH,72.75
600742.SH,45.86
600743.SH,70.28
600744.SH,69.08
600745.SH,62.24
600746.SH,62.56
600748.SH,69.02
600749.SH,65.87
600750.SH,49.63
600751.SH,54.87
600753.SH,51.85
600754.SH,66.12
600755.SH,41.63
600756.SH,24.23
600757.SH,63.35
600758.SH,68.48
600759.SH,51.25
600760.SH,80.52
600761.SH,53.93
600763.SH,51.24
600764.SH,84.61
600765.SH,52.69
600766.SH,38.55
600767.SH,31.14
600768.SH,44.22
600769.SH,33.63
600770.SH,49.86
600771.SH,43.6
600773.SH,55.43
600774.SH,81
600775.SH,63.83
600776.SH,49.56
600777.SH,41.22
600778.SH,41.36
600779.SH,77.72
600780.SH,67.69
600781.SH,70.5
600782.SH,63.95
600783.SH,70.8
600784.SH,34.69
600785.SH,83.37
600787.SH,70.62
600789.SH,32.29
600790.SH,49.82
600791.SH,48.88
600792.SH,72.44
600793.SH,64.83
600794.SH,39.25
600795.SH,58.05
600796.SH,39.08
600797.SH,26.7
600798.SH,53.4
600800.SH,33.48
600801.SH,68.36
600802.SH,41.47
600803.SH,66.56
600804.SH,30.04
600805.SH,46.48
600807.SH,39.2
600808.SH,73.49
600809.SH,79.75
600810.SH,51.47
600811.SH,48.69
600812.SH,63.59
600814.SH,71.23
600815.SH,69.85
600816.SH,69.98
600817.SH,45.66
600818.SH,48.8
600819.SH,59.06
600820.SH,51.69
600821.SH,31.49
600822.SH,51.14
600823.SH,77.66
600824.SH,42.1
600825.SH,58.17
600826.SH,61.61
600827.SH,63.92
600828.SH,89.18
600829.SH,81.94
600830.SH,41.88
600831.SH,42.55
600833.SH,54.64
600834.SH,64.2
600835.SH,60.01
600836.SH,30.34
600837.SH,51.97
600838.SH,32.71
600839.SH,30.69
600841.SH,52.95
600843.SH,30.57
600844.SH,43.15
600845.SH,56.27
600846.SH,27.56
600847.SH,44.74
600848.SH,74.54
600850.SH,57.96
600851.SH,37.84
600853.SH,47.3
600854.SH,43.58
600855.SH,52.26
600856.SH,43.75
600857.SH,45.07
600858.SH,61.84
600859.SH,71.16
600860.SH,70.28
600861.SH,40.07
600862.SH,69.51
600863.SH,66.39
600864.SH,70.24
600865.SH,48.56
600866.SH,42.74
600867.SH,52.32
600868.SH,15.94
600869.SH,66.97
600870.SH,49.03
600871.SH,92.15
600872.SH,54.2
600873.SH,49.66
600874.SH,76.27
600875.SH,71.23
600876.SH,81.61
600877.SH,37.71
600879.SH,35.47
600880.SH,42.71
600881.SH,47.07
600882.SH,60.94
600883.SH,52.36
600884.SH,56.6
600885.SH,61.44
600886.SH,71.37
600887.SH,36.89
600888.SH,49.17
600889.SH,55.88
600890.SH,45.45
600891.SH,55.81
600892.SH,67.99
600893.SH,64.55
600894.SH,63.74
600895.SH,59.97
600896.SH,60.86
600897.SH,74.76
600898.SH,44.46
600900.SH,87.44
600901.SH,76.35
600903.SH,81.67
600908.SH,31.84
600909.SH,61.77
600917.SH,89.9
600918.SH,
600919.SH,42.65
600926.SH,65.71
600928.SH,74.38
600929.SH,76.17
600933.SH,80.92
600936.SH,52.19
600939.SH,88.92
600956.SH,99.9
600958.SH,63.41
600959.SH,49.64
600960.SH,53.79
600961.SH,51.21
600962.SH,52.26
600963.SH,55.3
600965.SH,71.2
600966.SH,53.68
600967.SH,64.75
600968.SH,82.3
600969.SH,46.53
600970.SH,49.35
600971.SH,66.08
600973.SH,53.26
600975.SH,49.09
600976.SH,47.15
600977.SH,76.74
600978.SH,38.98
600979.SH,61.7
600980.SH,41.8
600981.SH,83.08
600982.SH,59.84
600983.SH,79.99
600984.SH,49.74
600985.SH,87.69
600986.SH,29.87
600987.SH,67.52
600988.SH,42.9
600989.SH,87.01
600990.SH,58.95
600992.SH,45.44
600993.SH,47.52
600995.SH,36.13
600996.SH,76.94
600997.SH,69.4
600998.SH,66.48
600999.SH,78.02
601000.SH,64.82
601001.SH,63.26
601002.SH,45.78
601003.SH,85.77
601005.SH,53.24
601006.SH,76.4
601007.SH,63.82
601008.SH,54.48
601009.SH,50.29
601010.SH,55.1
601011.SH,43.19
601012.SH,51.74
601015.SH,74.58
601016.SH,65.88
601018.SH,85.82
601019.SH,85.15
601020.SH,71.39
601021.SH,73.4
601028.SH,54.89
601038.SH,82.93
601058.SH,47.09
601066.SH,94.21
601068.SH,90.73
601069.SH,69.15
601077.SH,59
601086.SH,76.71
601088.SH,91.36
601098.SH,82.19
601099.SH,25.65
601100.SH,84.35
601101.SH,69.93
601106.SH,67.17
601107.SH,87.96
601108.SH,47.45
601111.SH,88.42
601113.SH,66.79
601116.SH,77.42
601117.SH,73.13
601118.SH,72.32
601126.SH,65.63
601127.SH,82.22
601128.SH,25.12
601137.SH,72.67
601138.SH,86.34
601139.SH,87.37
601155.SH,74.86
601158.SH,92.32
601162.SH,56.79
601163.SH,71.29
601166.SH,48.94
601168.SH,39.46
601169.SH,50.14
601177.SH,62.25
601179.SH,74.94
601186.SH,75.22
601188.SH,70.84
601198.SH,69.35
601199.SH,66.39
601200.SH,57.63
601208.SH,43.44
601211.SH,62.22
601212.SH,83.79
601216.SH,72.92
601218.SH,40.07
601222.SH,58.07
601225.SH,82.17
601226.SH,70.35
601228.SH,89.15
601229.SH,54.18
601231.SH,85.06
601233.SH,57.9
601236.SH,89.82
601238.SH,96.35
601258.SH,56.28
601288.SH,94.24
601298.SH,93.41
601311.SH,55.05
601318.SH,59.61
601319.SH,96.69
601326.SH,88.44
601328.SH,76.64
601330.SH,84.46
601333.SH,65.03
601336.SH,82.83
601339.SH,75.85
601360.SH,79
601366.SH,48.25
601368.SH,74.68
601369.SH,72.96
601375.SH,76.65
601377.SH,46.19
601388.SH,47.38
601390.SH,74.76
601398.SH,96.36
601399.SH,85.07
601456.SH,99
601500.SH,81.01
601512.SH,90.24
601515.SH,77.04
601518.SH,69.77
601519.SH,60.7
601555.SH,45.7
601566.SH,79.35
601567.SH,71.18
601577.SH,68.98
601579.SH,75.25
601588.SH,67.05
601595.SH,76.98
601598.SH,86.48
601599.SH,43.81
601600.SH,70.23
601601.SH,79.61
601606.SH,76.17
601607.SH,73.47
601608.SH,74.14
601609.SH,
601611.SH,78.37
601615.SH,67.69
601616.SH,33.61
601618.SH,75.15
601619.SH,79.8
601628.SH,97.69
601633.SH,93.61
601636.SH,55.08
601658.SH,95.34
601666.SH,62.46
601668.SH,72.64
601669.SH,74.44
601677.SH,47.83
601678.SH,36.55
601688.SH,55.59
601689.SH,74.59
601696.SH,96.85
601698.SH,90.54
601699.SH,71.86
601700.SH,57.48
601702.SH,
601717.SH,55.84
601718.SH,70.34
601727.SH,84.55
601766.SH,74.8
601777.SH,51.94
601778.SH,
601788.SH,72.37
601789.SH,48.77
601798.SH,69.26
601799.SH,66.3
601800.SH,91.59
601801.SH,82.28
601808.SH,93.37
601811.SH,92.53
601816.SH,97.42
601818.SH,89
601827.SH,
601828.SH,90.77
601838.SH,65.83
601857.SH,97.18
601858.SH,85.95
601860.SH,29.7
601865.SH,89.68
601866.SH,79.83
601869.SH,89.82
601872.SH,75.25
601877.SH,69.75
601878.SH,75.93
601880.SH,77.19
601881.SH,90.48
601882.SH,87.55
601886.SH,74.36
601888.SH,75.7
601890.SH,40.54
601898.SH,92.31
601899.SH,58.02
601900.SH,73.83
601901.SH,78.78
601908.SH,66.96
601916.SH,63.78
601918.SH,49.71
601919.SH,78.68
601928.SH,79.95
601929.SH,50.82
601933.SH,65.52
601939.SH,97.4
601949.SH,83.15
601952.SH,73.7
601958.SH,82.75
601965.SH,74.57
601966.SH,75.85
601968.SH,67.09
601969.SH,88.94
601975.SH,59.04
601985.SH,77.86
601988.SH,96.82
601989.SH,64.14
601990.SH,59.95
601991.SH,92.14
601992.SH,77.75
601996.SH,57.98
601997.SH,43.66
601998.SH,97.08
601999.SH,72.45
603000.SH,65.05
603001.SH,74.65
603002.SH,45.94
603003.SH,60.29
603005.SH,54.44
603006.SH,69.57
603007.SH,69.72
603008.SH,49.76
603009.SH,59.1
603010.SH,54.42
603011.SH,66.43
603012.SH,45.25
603013.SH,88.7
603015.SH,61.98
603016.SH,72.89
603017.SH,56.3
603018.SH,24.6
603019.SH,36.5
603020.SH,53.9
603021.SH,56.68
603022.SH,68.18
603023.SH,64.63
603025.SH,85.74
603026.SH,46.26
603027.SH,64.2
603028.SH,60.89
603029.SH,72.64
603030.SH,60.69
603031.SH,67.87
603032.SH,67.61
603033.SH,76.78
603035.SH,55.02
603036.SH,43.7
603037.SH,51.18
603038.SH,76.25
603039.SH,79.6
603040.SH,75.59
603041.SH,72.6
603042.SH,59.91
603043.SH,77.36
603045.SH,47.75
603050.SH,41.74
603053.SH,81.4
603055.SH,87.49
603056.SH,86.56
603058.SH,81.93
603059.SH,79.44
603060.SH,76.4
603063.SH,49.81
603066.SH,61.57
603067.SH,60.03
603068.SH,61.03
603069.SH,72.65
603076.SH,68.82
603077.SH,57.2
603078.SH,64.83
603079.SH,71.83
603080.SH,58.08
603081.SH,65.46
603083.SH,54.17
603085.SH,68.52
603086.SH,66.06
603087.SH,
603088.SH,64.43
603089.SH,77.97
603090.SH,66.03
603093.SH,87.82
603095.SH,
603096.SH,77.7
603098.SH,82.05
603099.SH,73.89
603100.SH,63.69
603101.SH,75.12
603103.SH,92.09
603105.SH,54.87
603106.SH,60.97
603108.SH,58.49
603109.SH,75.37
603110.SH,65.08
603111.SH,34.91
603112.SH,
603113.SH,64.69
603115.SH,75.94
603116.SH,72.15
603117.SH,43.27
603118.SH,54.07
603121.SH,70.95
603123.SH,68.09
603126.SH,62.87
603127.SH,67.54
603128.SH,53.2
603129.SH,65.35
603131.SH,77.16
603133.SH,55.57
603136.SH,77.62
603138.SH,69.53
603139.SH,68.24
603155.SH,
603156.SH,71.7
603157.SH,41.69
603158.SH,75.09
603159.SH,70.53
603160.SH,79.44
603161.SH,66.33
603165.SH,76.47
603166.SH,77.54
603167.SH,49.77
603168.SH,60.51
603169.SH,71.35
603177.SH,75.64
603178.SH,77.26
603179.SH,69.26
603180.SH,74.1
603181.SH,67.99
603183.SH,39.69
603185.SH,74.65
603186.SH,57.79
603187.SH,57.32
603188.SH,45.08
603189.SH,61.42
603192.SH,76.01
603195.SH,99.99
603196.SH,75.19
603197.SH,49.31
603198.SH,82.73
603199.SH,70.27
603200.SH,73.08
603203.SH,74.03
603208.SH,68.73
603212.SH,97.32
603214.SH,70.48
603217.SH,71.79
603218.SH,84.91
603220.SH,56.72
603221.SH,
603222.SH,66.6
603223.SH,69.4
603225.SH,78.72
603226.SH,74.89
603227.SH,49.16
603228.SH,82.75
603229.SH,75.42
603232.SH,57.46
603233.SH,75.8
603236.SH,58.3
603238.SH,75.22
603239.SH,69.01
603256.SH,90.13
603258.SH,72.29
603259.SH,54.19
603260.SH,88.27
603266.SH,71.43
603267.SH,53.84
603268.SH,65.55
603269.SH,54.1
603277.SH,82.55
603278.SH,74.63
603279.SH,70.72
603283.SH,73.23
603286.SH,62.58
603288.SH,83.3
603289.SH,73.9
603290.SH,99.8
603297.SH,76.09
603298.SH,73.05
603299.SH,70.5
603300.SH,48.56
603301.SH,69
603303.SH,79.24
603305.SH,85.32
603306.SH,64.41
603308.SH,48.25
603309.SH,66.09
603311.SH,62.28
603313.SH,69.76
603315.SH,80.64
603316.SH,60.37
603317.SH,87.23
603318.SH,64.39
603319.SH,44.23
603320.SH,72.78
603321.SH,75.73
603322.SH,71.48
603323.SH,31.51
603326.SH,82.79
603327.SH,87.95
603328.SH,72.57
603329.SH,66.18
603330.SH,67.23
603331.SH,73.59
603332.SH,67.4
603333.SH,66.2
603335.SH,65.19
603336.SH,67.18
603337.SH,81.9
603338.SH,74.98
603339.SH,55.01
603345.SH,63.89
603348.SH,71.34
603351.SH,71.68
603353.SH,
603355.SH,88.97
603356.SH,60.74
603357.SH,54.3
603358.SH,77.69
603359.SH,67.32
603360.SH,69.35
603363.SH,65.37
603365.SH,65.35
603366.SH,66.85
603367.SH,71.95
603368.SH,46.1
603369.SH,70.06
603377.SH,75.07
603378.SH,73.1
603379.SH,79.79
603380.SH,72.68
603383.SH,68.66
603385.SH,68.99
603386.SH,73.26
603387.SH,61.5
603388.SH,67.75
603389.SH,72.53
603390.SH,66.85
603392.SH,
603393.SH,51.37
603396.SH,71.72
603398.SH,71.27
603399.SH,62.25
603408.SH,
603416.SH,74.78
603421.SH,73.73
603429.SH,71.52
603439.SH,
603444.SH,59.26
603456.SH,61
603458.SH,24.75
603466.SH,70.9
603477.SH,63.21
603486.SH,82.59
603488.SH,64.94
603489.SH,79.56
603496.SH,58.28
603499.SH,76.21
603500.SH,74.15
603501.SH,68.94
603505.SH,64.31
603506.SH,76.96
603507.SH,69.33
603508.SH,71.56
603515.SH,89.35
603516.SH,64.89
603517.SH,64.29
603518.SH,62.74
603519.SH,65.03
603520.SH,59.64
603527.SH,69.4
603528.SH,68.93
603530.SH,90.25
603533.SH,82.96
603535.SH,69.28
603536.SH,74.59
603538.SH,48.57
603551.SH,99
603555.SH,84.37
603556.SH,75.49
603557.SH,76.14
603558.SH,59.08
603559.SH,20.65
603566.SH,63.22
603567.SH,87.47
603568.SH,79.58
603569.SH,90.89
603577.SH,66.32
603578.SH,75.87
603579.SH,71.15
603580.SH,75.85
603583.SH,68.53
603585.SH,72.28
603586.SH,70.33
603587.SH,84.71
603588.SH,44.26
603589.SH,48.21
603590.SH,66.89
603595.SH,74.36
603596.SH,72.33
603598.SH,67.69
603599.SH,67.75
603600.SH,71.64
603601.SH,63.3
603602.SH,51.81
603603.SH,75.09
603605.SH,73.81
603606.SH,60.37
603607.SH,59.03
603608.SH,69.42
603609.SH,65.61
603610.SH,68.23
603611.SH,60.18
603612.SH,59.87
603613.SH,60.47
603615.SH,70.17
603616.SH,53.85
603617.SH,74.13
603618.SH,59.37
603619.SH,80.2
603626.SH,66.85
603628.SH,74.06
603629.SH,75.38
603630.SH,68.08
603633.SH,60.21
603636.SH,63.5
603637.SH,31.23
603638.SH,73.4
603639.SH,71.27
603648.SH,64.94
603650.SH,84.93
603655.SH,72.34
603656.SH,70.29
603657.SH,75.2
603658.SH,87.93
603659.SH,75
603660.SH,41.4
603661.SH,74.27
603662.SH,64.7
603663.SH,73.64
603665.SH,77.7
603666.SH,75.51
603667.SH,60.72
603668.SH,57.27
603669.SH,75.94
603676.SH,85.31
603677.SH,75.46
603678.SH,54.89
603679.SH,62.18
603680.SH,88.18
603681.SH,72.63
603682.SH,
603683.SH,71.22
603685.SH,76.37
603686.SH,41.39
603687.SH,88.29
603688.SH,69.69
603689.SH,77.11
603690.SH,63.27
603693.SH,81.72
603696.SH,74.59
603697.SH,71.51
603698.SH,78.41
603699.SH,85.29
603700.SH,52.28
603701.SH,57.54
603703.SH,60.39
603706.SH,69.89
603707.SH,80.5
603708.SH,80.83
603709.SH,78.9
603711.SH,87.43
603712.SH,77.56
603713.SH,77.28
603716.SH,63.86
603717.SH,63.73
603718.SH,75.71
603719.SH,98.9
603721.SH,69.06
603722.SH,64.12
603725.SH,58.18
603726.SH,74.75
603727.SH,75.16
603728.SH,77.44
603729.SH,58.17
603730.SH,86.35
603733.SH,90.47
603737.SH,78.48
603738.SH,59.44
603739.SH,67.41
603755.SH,80.49
603757.SH,71.35
603758.SH,79.17
603766.SH,60.94
603767.SH,70.84
603768.SH,75.85
603773.SH,56.44
603776.SH,64.3
603777.SH,72.18
603778.SH,62.28
603779.SH,72
603786.SH,89.58
603787.SH,75.77
603788.SH,66.45
603789.SH,66.48
603790.SH,72.91
603797.SH,73.1
603798.SH,71.52
603799.SH,50.8
603800.SH,70.12
603801.SH,62.21
603803.SH,59.95
603806.SH,87.97
603808.SH,68.09
603809.SH,53.82
603810.SH,64.91
603811.SH,52.41
603813.SH,77.29
603815.SH,77.16
603816.SH,83.78
603817.SH,70.9
603818.SH,79.5
603819.SH,67.7
603822.SH,73.53
603823.SH,74.8
603825.SH,71.43
603826.SH,78.11
603828.SH,71.25
603829.SH,77.21
603833.SH,85.93
603838.SH,66.72
603839.SH,79.4
603843.SH,57.43
603848.SH,90.53
603855.SH,70.92
603856.SH,72.11
603858.SH,61.36
603859.SH,59.51
603860.SH,70.17
603861.SH,80.2
603863.SH,56.92
603866.SH,79.75
603867.SH,38.19
603868.SH,93.45
603869.SH,67.79
603871.SH,75.6
603876.SH,78.2
603877.SH,90.09
603878.SH,61.41
603879.SH,63.93
603880.SH,72.84
603881.SH,64.95
603882.SH,60.51
603883.SH,73.68
603885.SH,79.57
603886.SH,70.81
603887.SH,61.25
603888.SH,70.11
603889.SH,58
603890.SH,62.01
603893.SH,97.18
603895.SH,74.98
603896.SH,65.08
603897.SH,72.23
603898.SH,79.65
603899.SH,76.83
603900.SH,78.47
603901.SH,70.07
603903.SH,51.4
603906.SH,71.19
603908.SH,71.38
603909.SH,44.93
603912.SH,72.77
603915.SH,81.66
603916.SH,64.16
603917.SH,63.31
603918.SH,52.43
603919.SH,75.46
603920.SH,71.27
603922.SH,76.24
603926.SH,59.35
603927.SH,55.4
603928.SH,69.33
603929.SH,69.77
603931.SH,
603933.SH,76.17
603936.SH,63.91
603937.SH,66.67
603938.SH,73.27
603939.SH,75.92
603948.SH,
603949.SH,
603950.SH,
603955.SH,73.03
603956.SH,84.84
603958.SH,75.73
603959.SH,68.39
603960.SH,60.09
603963.SH,74.43
603966.SH,61.88
603967.SH,69.45
603968.SH,53.96
603969.SH,61.31
603970.SH,76.5
603976.SH,75.14
603977.SH,78.04
603978.SH,62.18
603979.SH,59.73
603980.SH,63.42
603982.SH,75.11
603983.SH,91.39
603985.SH,65.21
603986.SH,48.9
603987.SH,56.17
603988.SH,70.41
603989.SH,75.4
603990.SH,56.67
603991.SH,66.67
603992.SH,89.2
603993.SH,80.1
603995.SH,70.41
603996.SH,68.79
603997.SH,85.61
603998.SH,51.37
603999.SH,64.51
605001.SH,
605003.SH,
605006.SH,
605008.SH,
605009.SH,
605066.SH,
605088.SH,
605100.SH,
605108.SH,
605116.SH,
605118.SH,
605123.SH,
605128.SH,
605158.SH,
605166.SH,
605168.SH,
605178.SH,
605188.SH,
605198.SH,99.99
605199.SH,
605222.SH,
605255.SH,
605288.SH,
605318.SH,
605333.SH,
605358.SH,
605366.SH,
605369.SH,
605388.SH,
605399.SH,
688001.SH,90.29
688002.SH,50.92
688003.SH,73.86
688004.SH,
688005.SH,64.6
688006.SH,86.5
688007.SH,68.73
688008.SH,60.59
688009.SH,84.87
688010.SH,71.14
688011.SH,72.21
688012.SH,79.05
688015.SH,62.8
688016.SH,78.23
688017.SH,
688018.SH,72.09
688019.SH,76.11
688020.SH,73.56
688021.SH,54.46
688022.SH,63.67
688023.SH,59.48
688025.SH,66.54
688026.SH,98.45
688027.SH,
688028.SH,71.6
688029.SH,75.43
688030.SH,56.63
688033.SH,64.37
688036.SH,88.48
688037.SH,69.43
688039.SH,59.66
688050.SH,
688051.SH,
688055.SH,
688056.SH,
688058.SH,75.36
688060.SH,
688065.SH,
688066.SH,64.86
688068.SH,66.76
688069.SH,
688077.SH,
688078.SH,65.51
688080.SH,77.62
688081.SH,75.14
688085.SH,
688086.SH,82.93
688088.SH,73.37
688089.SH,76.82
688090.SH,85.86
688095.SH,77.36
688096.SH,
688098.SH,76.18
688099.SH,76.23
688100.SH,100.01
688101.SH,76.33
688106.SH,77.6
688108.SH,70.94
688111.SH,80.79
688116.SH,54.14
688118.SH,54.91
688122.SH,77.75
688123.SH,71.51
688126.SH,98.1
688127.SH,
688128.SH,88.38
688138.SH,75.51
688139.SH,79.24
688155.SH,
688157.SH,
688158.SH,71.12
688159.SH,83.31
688165.SH,
688166.SH,69.83
688168.SH,71.68
688169.SH,96
688177.SH,94.67
688178.SH,92.81
688180.SH,46.35
688181.SH,75.43
688185.SH,
688186.SH,61.85
688188.SH,77.45
688189.SH,
688196.SH,76.94
688198.SH,80.81
688199.SH,41.28
688200.SH,96.45
688202.SH,61.54
688208.SH,83.98
688215.SH,
688218.SH,57.67
688222.SH,
688228.SH,
688229.SH,
688233.SH,100
688256.SH,
688258.SH,74.8
688266.SH,78.83
688268.SH,75.01
688277.SH,
688278.SH,95.44
688286.SH,
688288.SH,76.54
688289.SH,
688298.SH,99.05
688299.SH,56.07
688300.SH,70.52
688301.SH,
688309.SH,
688310.SH,76.8
688311.SH,
688312.SH,
688313.SH,
688318.SH,
688321.SH,56.11
688333.SH,67.25
688335.SH,
688336.SH,
688338.SH,
688339.SH,44.61
688356.SH,
688357.SH,59.68
688358.SH,76.98
688360.SH,
688363.SH,82.37
688365.SH,
688366.SH,83.77
688368.SH,79.03
688369.SH,56.9
688377.SH,
688378.SH,
688379.SH,
688388.SH,56.49
688389.SH,71.34
688390.SH,
688393.SH,
688396.SH,100
688398.SH,89.71
688399.SH,60.04
688408.SH,
688418.SH,
688466.SH,
688488.SH,
688500.SH,
688505.SH,
688508.SH,
688513.SH,
688516.SH,
688518.SH,
688519.SH,
688520.SH,
688521.SH,
688528.SH,
688536.SH,
688550.SH,
688551.SH,
688555.SH,
688556.SH,82.54
688558.SH,
688559.SH,77.62
688561.SH,
688566.SH,
688567.SH,
688568.SH,
688569.SH,
688577.SH,
688579.SH,78.82
688580.SH,
688586.SH,
688588.SH,72.64
688589.SH,
688596.SH,
688598.SH,
688599.SH,
688600.SH,
688981.SH,32.76
